artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Eminem,Mockingbird,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
Post Malone,I Fall Apart,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
Stephen Sanchez,Until I Found You - Piano Version,0.603,0.148,7,-10.449,1,0.0279,0.927,0,0.101,0.228,95.451,audio_features,06vNG6CiV4k8oNA0wUUAO7,spotify:track:06vNG6CiV4k8oNA0wUUAO7,https://api.spotify.com/v1/tracks/06vNG6CiV4k8oNA0wUUAO7,https://api.spotify.com/v1/audio-analysis/06vNG6CiV4k8oNA0wUUAO7,184895,3
John Legend,All of Me,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
Lewis Capaldi,Someone You Loved,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,audio_features,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161,4
Greg Hunting,My Piano Still Plays,0.595,0.511,0,-11.198,1,0.0347,0.238,0.00198,0.123,0.338,137.915,audio_features,5DnH1OjigcmjJewLedlwiK,spotify:track:5DnH1OjigcmjJewLedlwiK,https://api.spotify.com/v1/tracks/5DnH1OjigcmjJewLedlwiK,https://api.spotify.com/v1/audio-analysis/5DnH1OjigcmjJewLedlwiK,242114,4
SYML,Where's My Love,0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,audio_features,2NeM9rfWo70KQej9GxeaoL,spotify:track:2NeM9rfWo70KQej9GxeaoL,https://api.spotify.com/v1/tracks/2NeM9rfWo70KQej9GxeaoL,https://api.spotify.com/v1/audio-analysis/2NeM9rfWo70KQej9GxeaoL,202010,4
Reyn Hartley,Stackin' by the Plenty,0.52,0.45,2,-10.626,1,0.0351,0.621,0,0.0814,0.131,118.093,audio_features,3rLJfHEJFEfjOpHegCKnul,spotify:track:3rLJfHEJFEfjOpHegCKnul,https://api.spotify.com/v1/tracks/3rLJfHEJFEfjOpHegCKnul,https://api.spotify.com/v1/audio-analysis/3rLJfHEJFEfjOpHegCKnul,241406,4
will hyde,when u need me.,0.626,0.601,8,-7.455,1,0.24,0.157,1.38e-05,0.133,0.272,166.026,audio_features,5CPEXVOzqhFlZN77l94S86,spotify:track:5CPEXVOzqhFlZN77l94S86,https://api.spotify.com/v1/tracks/5CPEXVOzqhFlZN77l94S86,https://api.spotify.com/v1/audio-analysis/5CPEXVOzqhFlZN77l94S86,231518,4
Ed Sheeran,Life Goes On,0.629,0.312,1,-7.609,1,0.0318,0.813,0,0.169,0.456,77.044,audio_features,74eJR4gwG1ZmG4BFkbrOlA,spotify:track:74eJR4gwG1ZmG4BFkbrOlA,https://api.spotify.com/v1/tracks/74eJR4gwG1ZmG4BFkbrOlA,https://api.spotify.com/v1/audio-analysis/74eJR4gwG1ZmG4BFkbrOlA,210260,4
M83,Wait,0.426,0.228,2,-10.552,1,0.0322,0.203,0.14,0.0832,0.0826,147.986,audio_features,0bM5JsBjWU4RyYlMbp0voY,spotify:track:0bM5JsBjWU4RyYlMbp0voY,https://api.spotify.com/v1/tracks/0bM5JsBjWU4RyYlMbp0voY,https://api.spotify.com/v1/audio-analysis/0bM5JsBjWU4RyYlMbp0voY,343253,4
Troli Bear,Sorrow,0.535,0.178,8,-16.887,1,0.194,0.864,0,0.117,0.612,140.212,audio_features,25yywtdR33J3kfadOZx8Ts,spotify:track:25yywtdR33J3kfadOZx8Ts,https://api.spotify.com/v1/tracks/25yywtdR33J3kfadOZx8Ts,https://api.spotify.com/v1/audio-analysis/25yywtdR33J3kfadOZx8Ts,151000,4
Duncan Laurence,Arcade,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,audio_features,1Xi84slp6FryDSCbzq4UCD,spotify:track:1Xi84slp6FryDSCbzq4UCD,https://api.spotify.com/v1/tracks/1Xi84slp6FryDSCbzq4UCD,https://api.spotify.com/v1/audio-analysis/1Xi84slp6FryDSCbzq4UCD,183624,3
The Truth Experiment,Your Heart Is a Weapon,0.633,0.481,0,-9.15,1,0.0359,0.0412,0.000197,0.117,0.246,120.934,audio_features,6Yk8MyW8DOtgXEHzqTrcVN,spotify:track:6Yk8MyW8DOtgXEHzqTrcVN,https://api.spotify.com/v1/tracks/6Yk8MyW8DOtgXEHzqTrcVN,https://api.spotify.com/v1/audio-analysis/6Yk8MyW8DOtgXEHzqTrcVN,247625,4
Justin Bieber,Ghost,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,audio_features,5dPz35akJjPqb17yeqNwqH,spotify:track:5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/tracks/5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/audio-analysis/5dPz35akJjPqb17yeqNwqH,153190,4
Imagine Dragons,Birds,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,audio_features,6Tvzf3VEi16JMhAgOwdt2y,spotify:track:6Tvzf3VEi16JMhAgOwdt2y,https://api.spotify.com/v1/tracks/6Tvzf3VEi16JMhAgOwdt2y,https://api.spotify.com/v1/audio-analysis/6Tvzf3VEi16JMhAgOwdt2y,219440,4
autrioly,i miss you,0.703,0.218,5,-10.928,0,0.0389,0.778,0,0.237,0.501,140.02,audio_features,58w8lISKqwXHZc9IVxF1wX,spotify:track:58w8lISKqwXHZc9IVxF1wX,https://api.spotify.com/v1/tracks/58w8lISKqwXHZc9IVxF1wX,https://api.spotify.com/v1/audio-analysis/58w8lISKqwXHZc9IVxF1wX,166844,4
Måneskin,THE LONELIEST,0.525,0.599,2,-5.001,1,0.0281,0.00151,0,0.0762,0.226,129.841,audio_features,7exHT4swWOKL5addPeqkLP,spotify:track:7exHT4swWOKL5addPeqkLP,https://api.spotify.com/v1/tracks/7exHT4swWOKL5addPeqkLP,https://api.spotify.com/v1/audio-analysis/7exHT4swWOKL5addPeqkLP,247067,4
Shyler,Troglodyte,0.55,0.566,5,-5.032,0,0.0283,0.0059,0,0.139,0.123,109.92,audio_features,1yao90VazD6SJTGIkaBfn2,spotify:track:1yao90VazD6SJTGIkaBfn2,https://api.spotify.com/v1/tracks/1yao90VazD6SJTGIkaBfn2,https://api.spotify.com/v1/audio-analysis/1yao90VazD6SJTGIkaBfn2,134997,4
d4vd,Here With Me,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,78Sw5GDo6AlGwTwanjXbGh,spotify:track:78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/tracks/78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/audio-analysis/78Sw5GDo6AlGwTwanjXbGh,242485,4
Alec Benjamin,Let Me Down Slowly,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4
Billie Eilish,everything i wanted,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4
Lana Del Rey,Video Games,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,audio_features,0fBSs3fRoh1yJcne77fdu9,spotify:track:0fBSs3fRoh1yJcne77fdu9,https://api.spotify.com/v1/tracks/0fBSs3fRoh1yJcne77fdu9,https://api.spotify.com/v1/audio-analysis/0fBSs3fRoh1yJcne77fdu9,281960,5
Dancody,Everybody Love,0.69,0.217,0,-16.256,0,0.0429,0.815,0.0757,0.12,0.183,122.02,audio_features,6sojl6QhxcfBycmGt6NlEt,spotify:track:6sojl6QhxcfBycmGt6NlEt,https://api.spotify.com/v1/tracks/6sojl6QhxcfBycmGt6NlEt,https://api.spotify.com/v1/audio-analysis/6sojl6QhxcfBycmGt6NlEt,139165,4
Patrick Watson,Je te laisserai des mots,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,audio_features,0V5cvmTKsYmF5FmGGEAfmS,spotify:track:0V5cvmTKsYmF5FmGGEAfmS,https://api.spotify.com/v1/tracks/0V5cvmTKsYmF5FmGGEAfmS,https://api.spotify.com/v1/audio-analysis/0V5cvmTKsYmF5FmGGEAfmS,160853,4
JVKE,golden hour,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,4yNk9iz9WVJikRFle3XEvn,spotify:track:4yNk9iz9WVJikRFle3XEvn,https://api.spotify.com/v1/tracks/4yNk9iz9WVJikRFle3XEvn,https://api.spotify.com/v1/audio-analysis/4yNk9iz9WVJikRFle3XEvn,209260,3
Ludovico Einaudi,Experience,0.382,0.422,2,-10.699,1,0.037,0.934,0.95,0.0695,0.0368,92.378,audio_features,7sXDYdXmR2PnafjkpfdCYv,spotify:track:7sXDYdXmR2PnafjkpfdCYv,https://api.spotify.com/v1/tracks/7sXDYdXmR2PnafjkpfdCYv,https://api.spotify.com/v1/audio-analysis/7sXDYdXmR2PnafjkpfdCYv,315427,4
Lord Huron,The Night We Met,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,audio_features,3hRV0jL3vUpRrcy398teAU,spotify:track:3hRV0jL3vUpRrcy398teAU,https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU,https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU,208212,3
AURORA,Runaway,0.542,0.304,11,-9.08,1,0.0346,0.638,0.000118,0.106,0.12,114.827,audio_features,1WKOnYtM6HtzYvEJlSEIv5,spotify:track:1WKOnYtM6HtzYvEJlSEIv5,https://api.spotify.com/v1/tracks/1WKOnYtM6HtzYvEJlSEIv5,https://api.spotify.com/v1/audio-analysis/1WKOnYtM6HtzYvEJlSEIv5,249874,4
Billie Eilish,Bored,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,audio_features,04sN26COy28wTXYj3dMoiZ,spotify:track:04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/tracks/04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/audio-analysis/04sN26COy28wTXYj3dMoiZ,180933,4
Wahyné,Sans Vie,0.588,0.0966,10,-18.264,0,0.0349,0.86,0,0.124,0.267,134.201,audio_features,2uoYiEVhV4KpzIzb262zCI,spotify:track:2uoYiEVhV4KpzIzb262zCI,https://api.spotify.com/v1/tracks/2uoYiEVhV4KpzIzb262zCI,https://api.spotify.com/v1/audio-analysis/2uoYiEVhV4KpzIzb262zCI,129025,4
Leahiah,Muse,0.353,0.287,0,-13.233,1,0.0755,0.931,0,0.111,0.239,162.213,audio_features,4yiwvE5HjYVUUuPO3WA1Rf,spotify:track:4yiwvE5HjYVUUuPO3WA1Rf,https://api.spotify.com/v1/tracks/4yiwvE5HjYVUUuPO3WA1Rf,https://api.spotify.com/v1/audio-analysis/4yiwvE5HjYVUUuPO3WA1Rf,231846,5
Tyler Shaw,Love You Still (abcdefu romantic version),0.712,0.0784,4,-19.067,1,0.0544,0.739,0,0.107,0.642,121.443,audio_features,1et7vATtyqLfNMjTTZIYk1,spotify:track:1et7vATtyqLfNMjTTZIYk1,https://api.spotify.com/v1/tracks/1et7vATtyqLfNMjTTZIYk1,https://api.spotify.com/v1/audio-analysis/1et7vATtyqLfNMjTTZIYk1,150174,4
James Arthur,Say You Won't Let Go,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4
Lewis Capaldi,Before You Go,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,audio_features,2gMXnyrvIjhVBUZwvLZDMP,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP,215107,4
Gothic Zero,Kiss Me Again,0.687,0.495,9,-13.033,1,0.0749,0.591,0.000909,0.117,0.302,130.12,audio_features,1us3622Lp6Xb0U9CRzND35,spotify:track:1us3622Lp6Xb0U9CRzND35,https://api.spotify.com/v1/tracks/1us3622Lp6Xb0U9CRzND35,https://api.spotify.com/v1/audio-analysis/1us3622Lp6Xb0U9CRzND35,225222,4
The Kid LAROI,WITHOUT YOU,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,audio_features,27OeeYzk6klgBh83TSvGMA,spotify:track:27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/tracks/27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/audio-analysis/27OeeYzk6klgBh83TSvGMA,161385,4
Logic,1-800-273-8255,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,audio_features,5tz69p7tJuGPeMGwNTxYuV,spotify:track:5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,250173,4
Harry Styles,Sign of the Times,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
Dean Lewis,How Do I Say Goodbye,0.4,0.641,8,-6.303,1,0.0674,0.214,0,0.0656,0.393,81.552,audio_features,5hnGrTBaEsdukpDF6aZg8a,spotify:track:5hnGrTBaEsdukpDF6aZg8a,https://api.spotify.com/v1/tracks/5hnGrTBaEsdukpDF6aZg8a,https://api.spotify.com/v1/audio-analysis/5hnGrTBaEsdukpDF6aZg8a,163603,4
Birdy,Skinny Love,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,audio_features,0HRshWRNAwQBROvxXqG3i9,spotify:track:0HRshWRNAwQBROvxXqG3i9,https://api.spotify.com/v1/tracks/0HRshWRNAwQBROvxXqG3i9,https://api.spotify.com/v1/audio-analysis/0HRshWRNAwQBROvxXqG3i9,201080,4
Shawn Mendes,Mercy - Acoustic,0.458,0.347,11,-6.651,0,0.0381,0.712,0,0.11,0.431,78.928,audio_features,0uZnF1sn2IcNCvnyAIKNMQ,spotify:track:0uZnF1sn2IcNCvnyAIKNMQ,https://api.spotify.com/v1/tracks/0uZnF1sn2IcNCvnyAIKNMQ,https://api.spotify.com/v1/audio-analysis/0uZnF1sn2IcNCvnyAIKNMQ,219160,4
Kurt Hugo Schneider,Sweater Weather,0.606,0.328,10,-7.824,1,0.0305,0.876,0,0.138,0.393,124.041,audio_features,0kn9QwZW8Ow9eTuZgxVEz8,spotify:track:0kn9QwZW8Ow9eTuZgxVEz8,https://api.spotify.com/v1/tracks/0kn9QwZW8Ow9eTuZgxVEz8,https://api.spotify.com/v1/audio-analysis/0kn9QwZW8Ow9eTuZgxVEz8,228387,4
Emeli Sandé,"Read All About It, Pt. III",0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,audio_features,30BsewEJZPxfuLNAlZPFje,spotify:track:30BsewEJZPxfuLNAlZPFje,https://api.spotify.com/v1/tracks/30BsewEJZPxfuLNAlZPFje,https://api.spotify.com/v1/audio-analysis/30BsewEJZPxfuLNAlZPFje,283707,4
Adele,Someone Like You,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,audio_features,3bNv3VuUOKgrf5hu3YcuRo,spotify:track:3bNv3VuUOKgrf5hu3YcuRo,https://api.spotify.com/v1/tracks/3bNv3VuUOKgrf5hu3YcuRo,https://api.spotify.com/v1/audio-analysis/3bNv3VuUOKgrf5hu3YcuRo,285240,4
Calum Scott,You Are The Reason,0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,audio_features,69vToJ9BMbbLlFZo7k7A7B,spotify:track:69vToJ9BMbbLlFZo7k7A7B,https://api.spotify.com/v1/tracks/69vToJ9BMbbLlFZo7k7A7B,https://api.spotify.com/v1/audio-analysis/69vToJ9BMbbLlFZo7k7A7B,204326,3
Josh X,Nothing Lasts Forever,0.562,0.174,6,-10.591,1,0.0451,0.919,0,0.102,0.51,118.627,audio_features,0r2S1XXCQ6vqcZm7HUYdYL,spotify:track:0r2S1XXCQ6vqcZm7HUYdYL,https://api.spotify.com/v1/tracks/0r2S1XXCQ6vqcZm7HUYdYL,https://api.spotify.com/v1/audio-analysis/0r2S1XXCQ6vqcZm7HUYdYL,185417,4
Anson Seabra,Walked Through Hell,0.508,0.404,10,-11.092,1,0.0788,0.664,0,0.104,0.129,81.713,audio_features,6c7N5N7amAOpeMykjlovjI,spotify:track:6c7N5N7amAOpeMykjlovjI,https://api.spotify.com/v1/tracks/6c7N5N7amAOpeMykjlovjI,https://api.spotify.com/v1/audio-analysis/6c7N5N7amAOpeMykjlovjI,216865,4
Chord Overstreet,Hold On,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,audio_features,5vjLSffimiIP26QG5WcN2K,spotify:track:5vjLSffimiIP26QG5WcN2K,https://api.spotify.com/v1/tracks/5vjLSffimiIP26QG5WcN2K,https://api.spotify.com/v1/audio-analysis/5vjLSffimiIP26QG5WcN2K,198853,4
Yiruma,River Flows In You,0.32,0.242,9,-19.773,1,0.0498,0.987,0.949,0.0924,0.115,145.722,audio_features,13NC44aS3d0EFF58oVQ8T7,spotify:track:13NC44aS3d0EFF58oVQ8T7,https://api.spotify.com/v1/tracks/13NC44aS3d0EFF58oVQ8T7,https://api.spotify.com/v1/audio-analysis/13NC44aS3d0EFF58oVQ8T7,188240,4
Kina,Can We Kiss Forever?,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,audio_features,58wyJLv6yH1La9NIZPl3ne,spotify:track:58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/tracks/58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/audio-analysis/58wyJLv6yH1La9NIZPl3ne,187932,4
Lady Gaga,Shallow,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4
XXXTENTACION,NUMB,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,audio_features,01TnVDiet1DFTsyWKUKovl,spotify:track:01TnVDiet1DFTsyWKUKovl,https://api.spotify.com/v1/tracks/01TnVDiet1DFTsyWKUKovl,https://api.spotify.com/v1/audio-analysis/01TnVDiet1DFTsyWKUKovl,186268,4
Beyoncé,Halo,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,audio_features,4JehYebiI9JE8sR8MisGVb,spotify:track:4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb,261640,4
Ruth B.,Dandelions,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3
